Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Dem. Rep.",COD,206700,..,..,210913,252408.179559838,471536.204614927,456000,456228,476353,416033,297149,..
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Rep.",COG,238900,127541,..,341640.429165812,438178.470407323,703966.421078759,652452,553944,657927,577780,333899,..
"Air transport, passengers carried",IS.AIR.PSGR,Costa Rica,CRI,467000,877833,932581,1697893.8890269,1829514.94708223,1770111.37834698,1498996,1427414,1525922,1572605,1822880,..
"Air transport, passengers carried",IS.AIR.PSGR,Cote d'Ivoire,CIV,200200,107979,..,516085,89791.8677663574,39485.4722019258,234996,237120,642893,667062,788098,..
"Air transport, passengers carried",IS.AIR.PSGR,Croatia,HRV,..,1072000,1679197,1577226,1812519,1872799,1716702,1756070,1782666,1875433,2057804,..
"Air transport, passengers carried",IS.AIR.PSGR,Cuba,CUB,1137500,1007193,780484,1578011.78867135,1478595.95916068,1313502.68398397,1395072,1135200,1294458,1333078,942785,..
"Air transport, passengers carried",IS.AIR.PSGR,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Cyprus,CYP,813700,1396076,1943949,1583627,1263117,1285976,1211208,688368,23405,224653,672796,..
"Air transport, passengers carried",IS.AIR.PSGR,Czech Republic,CZE,1095700,2229216,5048360,5145187,4902816,3594882,5186676,5009995,3378028,4048658,5450671,..
"Air transport, passengers carried",IS.AIR.PSGR,Denmark,DNK,4840300,5922623,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Djibouti,DJI,130500,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Dominican Republic,DOM,718000,..,..,19167,28232.1,28442.05,20004,16128,14463,11903,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Ecuador,ECU,762500,1318518,2896528,4818305,4714115,4758406.30677172,5157521,5675088,5677816,5099726,5121235,..
"Air transport, passengers carried",IS.AIR.PSGR,"Egypt, Arab Rep.",EGY,3239200,4521702,6215870,9518106.01323615,7708160.10711224,9081175.14629562,10593780.1774399,10278013.1135622,11109554,11844962,12017179,..
"Air transport, passengers carried",IS.AIR.PSGR,El Salvador,SLV,524900,1960363,1996982,1816391.10383349,2151274,2523296,2509003,2816524,2597649,2603129,2670560,..
"Air transport, passengers carried",IS.AIR.PSGR,Equatorial Guinea,GNQ,14000,..,..,25969.3823646158,130197.6,316620.85,401712,303024,400758,458222,496322,..
"Air transport, passengers carried",IS.AIR.PSGR,Eritrea,ERI,..,..,..,..,..,..,..,..,53074,66927,102729,..
"Air transport, passengers carried",IS.AIR.PSGR,Estonia,EST,..,277595,395532,582320.202753145,614933,914519,627588,602880,512389,372274,13103,..
"Air transport, passengers carried",IS.AIR.PSGR,Eswatini,SWZ,52900,89791,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Ethiopia,ETH,620300,944595,2914056,3347022,4440917.69083987,5001121.86524561,5671501,6274582,7074779,8242114,9566378,..
"Air transport, passengers carried",IS.AIR.PSGR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Fiji,FJI,433400,586043,1146591,1259009,1276205.48,1225268.56188571,1161936,1243824,1336976,1402765,1557876,..
"Air transport, passengers carried",IS.AIR.PSGR,Finland,FIN,4450200,6828143,7423265,8685772.86832543,9508050,10731828.4925915,10467321,10992792,13035848,13754228,14831371,..
"Air transport, passengers carried",IS.AIR.PSGR,France,FRA,35963900,52581312,58318312,60864422.1135135,64185339.3411299,64683769.0243213,63925151,63434263,65039503,65362743,68316473,..
"Air transport, passengers carried",IS.AIR.PSGR,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Gabon,GAB,398300,446688,524867,243635.528989967,121233.395658112,42729.3194712764,0,..,137331,77320,..,..
"Air transport, passengers carried",IS.AIR.PSGR,"Gambia, The",GMB,..,..,..,0,0,11284,146784,151776,3036,44330,53735,..
"Air transport, passengers carried",IS.AIR.PSGR,Georgia,GEO,..,117521,294400,164446,222630,178363,189316,196589,232263,220448,323303,..
"Air transport, passengers carried",IS.AIR.PSGR,Germany,DEU,22146900,57962865,103396735,97330734.2807591,107042775.791182,105978474.526384,109062321.51578,112353098.59355,117222850,116713587,116847033,..
"Air transport, passengers carried",IS.AIR.PSGR,Ghana,GHA,188100,314335,..,169030.949606142,491583.034446243,691271.96142731,396372,407544,390457,359516,299384,..
"Air transport, passengers carried",IS.AIR.PSGR,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Greece,GRC,6134600,7937434,8795133,10352657.531181,9569211.41941763,8785275.45592775,8761116,11152236,11237054,12689082,13861828,..
"Air transport, passengers carried",IS.AIR.PSGR,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guam,GUM,..,..,1172372,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guatemala,GTM,156000,..,..,313892,326146.206150004,288013.900825685,78264,69768,93129,111830,155524,..
"Air transport, passengers carried",IS.AIR.PSGR,Guinea,GIN,41300,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guinea-Bissau,GNB,20500,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guyana,GUY,145700,73256,..,273160,340267.623207221,247780.347691014,0,0,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Haiti,HTI,0,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Honduras,HND,609700,..,..,501520,423655.325587164,422016.887644915,372972,239124,276689,275587,229684,..
"Air transport, passengers carried",IS.AIR.PSGR,"Hong Kong SAR, China",HKG,..,14377973,23973030,28347688,30293677,32247332.0776827,34644497,37933773,41867157,43683583,45580297,..
"Air transport, passengers carried",IS.AIR.PSGR,Hungary,HUN,1363100,2197521,2952885,12477063.1762511,13729553.5346856,12289555.0764284,13926540,16482060,20043787,21399963,26066294,..
"Air transport, passengers carried",IS.AIR.PSGR,Iceland,ISL,759500,1431818,1364651,1851416.84175507,2150527,2400160,2602714,3035882.7791066,4134980,5710834,7242611,..
"Air transport, passengers carried",IS.AIR.PSGR,India,IND,10862200,17299483,54446373,64374253.8038964,73996912,72151828.8895485,75589071,82718882.88,98927860,119577835,139822450,..
"Air transport, passengers carried",IS.AIR.PSGR,Indonesia,IDN,9223100,9916365,27421235,59384361.605798,70912258.1090481,79405799.80957,81721356,85215879.5097387,90095131,99274010,110252913,..
"Air transport, passengers carried",IS.AIR.PSGR,"Iran, Islamic Rep.",IRN,5632600,8722145,13052716,18760850.3814854,19113946.1622474,17687478.5197214,16580818.0052102,16825260.8301325,13873256,17084581,19282796,..
"Air transport, passengers carried",IS.AIR.PSGR,Iraq,IRQ,701600,..,..,641129,761778.174355453,784944.25303469,476484,476484,2142554,2019816,2170504,..
"Air transport, passengers carried",IS.AIR.PSGR,Ireland,IRL,4812300,13983022,77747207,84784226,89956333.5096866,92637189.1903926,93408036,98449140,115928738,134065078,153537551,..
"Air transport, passengers carried",IS.AIR.PSGR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Israel,ISR,2004000,4442967,4605452,5084798,5151469,5381980,5565864,5886728,6331198,6866472,7065040,..
"Air transport, passengers carried",IS.AIR.PSGR,Italy,ITA,19750000,30418137,33194501,32645164,33923370.5051058,31072962.155732,27846220,27193939,28603919,29120041,27836417,..
"Air transport, passengers carried",IS.AIR.PSGR,Jamaica,JAM,1003600,1922123,1380000,0,0,0,46272,76244,92836,136744,151326,..
"Air transport, passengers carried",IS.AIR.PSGR,Japan,JPN,76223800,109123312,86896527,109617020.965748,89788818,98907859,107573000,110547000,114128000,117708000,123898000,..
"Air transport, passengers carried",IS.AIR.PSGR,Jordan,JOR,963900,1281997,2323750,3077036.69608937,3267109.73620486,3438356,3294911,3211795,3065145,3181283,3381677,..
"Air transport, passengers carried",IS.AIR.PSGR,Kazakhstan,KAZ,..,461283,1192714,3098327,3786453.06391046,4064819.02272334,4785588,4918608,5081632,5007869,5653190,..
"Air transport, passengers carried",IS.AIR.PSGR,Kenya,KEN,794400,1554949,2948920,4039583,4508698.01161552,4653459.73514364,4516500,4448530.52817802,4569473,4848016,4892682,..
"Air transport, passengers carried",IS.AIR.PSGR,Kiribati,KIR,24900,..,..,..,..,..,..,..,..,..,66567,..
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Dem. People’s Rep.",PRK,222700,82953,101237,73052,78558.8615502066,100113.348581399,371004,90335.875,87082,94919,103560,..
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Rep.",KOR,15684500,34331368,34168590,36987982,39911749.5898122,39969577.0157166,54530105,58289180,66093149,76859538,84045163,..
"Air transport, passengers carried",IS.AIR.PSGR,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Kuwait,KWT,965600,2112523,2597076,4563082,3722729.502639,3481039,3244805,3530851,3752995,4069935,5586034,..
"Air transport, passengers carried",IS.AIR.PSGR,Kyrgyz Republic,KGZ,..,240954,309488,375602,526018.012476417,494640.426821988,771165,712284,967629,1015750,1127285,..
"Air transport, passengers carried",IS.AIR.PSGR,Lao PDR,LAO,115400,210847,302596,443778,532707,877949.881372257,1476528,1310124,1181188,1220201,1196041,..
"Air transport, passengers carried",IS.AIR.PSGR,Latvia,LVA,..,278396,1301848,3158051,3299391,2888683,2754720,2636612.75889877,2527368,2843133,3441024,..
"Air transport, passengers carried",IS.AIR.PSGR,Lebanon,LBN,572300,805803,1308382,1893359,2029610,2148669,2241480,2419476,2591297,2647258,2869266,..
"Air transport, passengers carried",IS.AIR.PSGR,Lesotho,LSO,56000,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Liberia,LBR,33700,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Libya,LBY,1803000,600734,1147234,2928705.67985018,2284066.501168,1398125.13429558,2744844,2391856,1430460,1283181,1186424,..
"Air transport, passengers carried",IS.AIR.PSGR,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Lithuania,LTU,..,283836,616514,81450,69445,592996,1009728,1274911,1363946,1046012,1069268,..
"Air transport, passengers carried",IS.AIR.PSGR,Luxembourg,LUX,409300,870831,681482,786920,785200,781146,1555788,1710624,1830972,1845726,1901012,..
"Air transport, passengers carried",IS.AIR.PSGR,"Macao SAR, China",MAC,..,1532189,1427324,1329721,1327732,1561850,1767100,2078758,2276436,2788571,2767936,..
"Air transport, passengers carried",IS.AIR.PSGR,Madagascar,MDG,424200,629409,499526,524296,544100.727272727,588169,539208,520421,458572,441861,486425,..
"Air transport, passengers carried",IS.AIR.PSGR,Malawi,MWI,120300,115831,157007,91520.1893953931,82709.5449902358,53518.9979970389,5856,5856,6011,6744,10545,..
"Air transport, passengers carried",IS.AIR.PSGR,Malaysia,MYS,10241500,16560793,23766316,34239014.1725209,38218608.8523534,39165195.2176778,47995842.0041797,49673884,50345820,53817353,58188823,..
"Air transport, passengers carried",IS.AIR.PSGR,Maldives,MDV,9400,315108,85448,..,..,..,..,1024693.84477856,1313533,1409704,1485752,..
"Air transport, passengers carried",IS.AIR.PSGR,Mali,MLI,..,77273,..,303692,363857.375904305,181742.614202486,33444,0,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Malta,MLT,597800,1364904,1992900,1699829,1673765,1535101,1603404,1588165,1583046,1500824,1575125,..
"Air transport, passengers carried",IS.AIR.PSGR,Marshall Islands,MHL,66400,16109,27692,..,..,..,..,..,..,..,47496,..
"Air transport, passengers carried",IS.AIR.PSGR,Mauritania,MRT,222700,185061,142355,524817.894731527,381075.923563429,325239.52355014,261696,271212,248158,280215,418817,..
"Air transport, passengers carried",IS.AIR.PSGR,Mauritius,MUS,519700,949085,1092580,1265458,1321491,1313976,1318052,1354388,1466527,1593666,1674395,..
"Air transport, passengers carried",IS.AIR.PSGR,Mexico,MEX,14341300,20894205,15728171,31269061,29538937,32909408.724554,35986501.817,39570522,46966763,53313307,58536878,..
"Air transport, passengers carried",IS.AIR.PSGR,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Moldova,MDA,..,117532,402423,479457,540679,543872,557653,692496,1005936,936254,1092606,..
"Air transport, passengers carried",IS.AIR.PSGR,Monaco,MCO,42500,82764,63876,59658,63186,65404.3636363636,64524,64188,60382,12137,316,..
"Air transport, passengers carried",IS.AIR.PSGR,Mongolia,MNG,..,253917,257233,391188,496649.107733126,626469.96653678,585864,683254,529311,537853,602775,..
"Air transport, passengers carried",IS.AIR.PSGR,Montenegro,MNE,..,..,..,659355.414807816,523356,544519,528852,503040,526980,544597,507637,..
"Air transport, passengers carried",IS.AIR.PSGR,Morocco,MAR,1580000,3671317,4930683,7144446,7502696.74521668,6563646.6759083,6507408,6976810,7043971,7738637,8436970,..
"Air transport, passengers carried",IS.AIR.PSGR,Mozambique,MOZ,279500,259568,490019,558192,577019.814468816,559608.795668202,701472,739636.744147151,676028,632965,569829,..
"Air transport, passengers carried",IS.AIR.PSGR,Myanmar,MMR,318500,437600,1527346,924207,1539676,1663425.4345762,1572120,1926969,2095503,2741388,2853924,..
"Air transport, passengers carried",IS.AIR.PSGR,Namibia,NAM,..,247147,454855,485849,540867.9,632330.085,510000,522216,553322,558713,623076,..
"Air transport, passengers carried",IS.AIR.PSGR,Nauru,NRU,..,..,210424,30195.521045074,34884.3268867112,19334.8478455911,16488,34572,38859,47252,45457,..
"Air transport, passengers carried",IS.AIR.PSGR,Nepal,NPL,679000,643332,484394,917939,901116.117937972,776864.1215957,643140,517548,510342,634292,779896,..
"Air transport, passengers carried",IS.AIR.PSGR,Netherlands,NLD,8559400,20898713,29108547,26979676.6296817,29959476.4043769,31672223.9759589,33455251,33956338,35687843,40078714,42770628,..
"Air transport, passengers carried",IS.AIR.PSGR,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,New Zealand,NZL,5865600,10781314,12104116,13295185,13747024.2069686,13937353.9431784,14434055.9991949,13618711.9990383,14385078,15300409,16271523,..
"Air transport, passengers carried",IS.AIR.PSGR,Nicaragua,NIC,129600,61031,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Niger,NER,76300,77273,..,0,0,119652,87936,13227.5,15243,15044,14713,..
"Air transport, passengers carried",IS.AIR.PSGR,Nigeria,NGA,964800,507396,1365343,4197375,4793913.27416044,4716148.08073056,4209624,4462001.62973012,4613169,4110075,3446717,..
"Air transport, passengers carried",IS.AIR.PSGR,North Macedonia,MKD,..,599012,86868,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Norway,NOR,8928500,15182305,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Oman,OMN,852900,2118338,2360682,3262849,3795755,4430383,4994729,5051804,6365784,7709851,9065019,..
"Air transport, passengers carried",IS.AIR.PSGR,Pakistan,PAK,5180200,5293541,5303268,6588114,7940545.07551206,7973906.36067277,7833901.08773203,7670348.18543139,8467827,9628354,9919768,..
"Air transport, passengers carried",IS.AIR.PSGR,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Panama,PAN,265800,1117411,6348000,5524157.42969209,6380080.18386967,7517581.27701275,11656416,11812712.8383915,12193261,13285098,13673127,..
"Air transport, passengers carried",IS.AIR.PSGR,Papua New Guinea,PNG,931200,1099772,847353,1405169,1563593.85321111,1630308.43210537,1870968,2074020,1679156,1711274,1864653,..
"Air transport, passengers carried",IS.AIR.PSGR,Paraguay,PRY,273000,265898,428493,715072,845395.688848872,794176,711548.47,608844,452004,467713,457249,..
"Air transport, passengers carried",IS.AIR.PSGR,Peru,PER,1816200,1595268,5843195,7106025.29251721,8609620.35441221,10074855.6119232,12255937.7629497,12284677,13877662,15081755,15728393,..
"Air transport, passengers carried",IS.AIR.PSGR,Philippines,PHL,5638700,5756288,10480898,22575356,26326620.7628322,28540727.3608103,25540880,34897404,37023422,40206684,44087368,..
"Air transport, passengers carried",IS.AIR.PSGR,Poland,POL,1501000,2340919,4279072,4099082,4448727.0598285,4909100.39206908,5002975.74866764,5038745.42598332,4448883,5497163,7376934,..
"Air transport, passengers carried",IS.AIR.PSGR,Portugal,PRT,3504500,6721365,9903771,10428173.5126738,11014639,11338080,11860998,12635439,12706909,13105120,15943356,..
"Air transport, passengers carried",IS.AIR.PSGR,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Qatar,QAT,770900,2672972,10211229,12391268,14568106,17187171,18737348,21425066,25263224,31209097,29949181,..
"Air transport, passengers carried",IS.AIR.PSGR,Romania,ROU,1322000,1218102,3268022,3733253,3659209,3593312,3087143,3067724.4,3634598,3686938,4425717,..
"Air transport, passengers carried",IS.AIR.PSGR,Russian Federation,RUS,..,17687894,34402844,43855539,50555805,58727125,64072322,72189961,76846126,77458318,89373638,..
"Air transport, passengers carried",IS.AIR.PSGR,Rwanda,RWA,8400,..,..,188221,268376.55,593198.45,610992,626928,544541,644559,739674,..
"Air transport, passengers carried",IS.AIR.PSGR,Samoa,WSM,..,164142,270908,..,..,..,..,76944,98950,116167,135335,..
"Air transport, passengers carried",IS.AIR.PSGR,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Sao Tome and Principe,STP,22300,35054,50716,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Saudi Arabia,SAU,10311500,12566492,17508200,20323592,23135735,26537661,28252104,32269452,33431736,35092840,37503000,..
"Air transport, passengers carried",IS.AIR.PSGR,Senegal,SEN,148300,97525,572609,0,391401.4,543987.6,219996,131964,115355,9874,21038,..
"Air transport, passengers carried",IS.AIR.PSGR,Serbia,SRB,..,..,926618,985072,1149102,1240709,1241352,2187144,2427047,2486009,2442731,..
"Air transport, passengers carried",IS.AIR.PSGR,Seychelles,SYC,242400,393835,564580,412714,393834,235994,344436,407280,497496,567914,633518,..
"Air transport, passengers carried",IS.AIR.PSGR,Sierra Leone,SLE,30000,19009,21784,0,48789,50193,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Singapore,SGP,7046400,16704341,18427473,24859825.1577843,26509929.1424906,29138458.2737476,31729241,33643518.416782,33585397,35370328,37679940,..
"Air transport, passengers carried",IS.AIR.PSGR,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Slovak Republic,SVK,..,57095,3440816,74856,34859,45111,64008,29031.5983,11098,12928,7925,..
"Air transport, passengers carried",IS.AIR.PSGR,Slovenia,SVN,..,627907,953378,979803,972711,816630,857000,916981,1045409,1009559,1087075,..
"Air transport, passengers carried",IS.AIR.PSGR,Solomon Islands,SLB,69400,75262,94027,142660,140183.263883557,138160.1153057,302412,330456,373739,373467,427806,..
"Air transport, passengers carried",IS.AIR.PSGR,Somalia,SOM,87600,..,..,163812.745808619,177005.4,178709.7,258336,251652,..,4486,4486,..
"Air transport, passengers carried",IS.AIR.PSGR,South Africa,ZAF,5364900,8000757,12503629,15781210,16407784.9571682,17571565.2032155,16311250,17026643.2191223,18882898,19744932,20821044,..
"Air transport, passengers carried",IS.AIR.PSGR,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Spain,ESP,21652000,39711776,49289158,52847712.6083233,52736140.9250126,48089178.327112,48056735.818,53069339,60564041,66674868,71908522,..
"Air transport, passengers carried",IS.AIR.PSGR,Sri Lanka,LKA,891800,1755567,2417713,3008322.69188759,3665394,4616417,4793393.4,4756131,4911730,5284585,5342456,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Sudan,SDN,454100,414179,606558,580325,947031.456113152,777346.331924026,541644,501864,496177,292843,328741,..
"Air transport, passengers carried",IS.AIR.PSGR,Suriname,SUR,132500,232649,303117,214667,204096.675971812,240525.441452855,255204,269148,259682,280090,284935,..
"Air transport, passengers carried",IS.AIR.PSGR,Sweden,SWE,11402500,13354314,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Switzerland,CHE,8603400,17268093,14701206,22146864,24866065,26386306.6034666,27503416,27923164,27011762,25859918,26737536,..
"Air transport, passengers carried",IS.AIR.PSGR,Syrian Arab Republic,SYR,613300,750129,1342518,1158366,1433766.69473226,907927.74176397,475932,475932,17902,18117,17564,..
"Air transport, passengers carried",IS.AIR.PSGR,Tajikistan,TJK,..,168006,764505,616999.412307647,846967.380250537,650130.547389031,683060.157492914,1064176.32798727,1034477,1037897,796383,..
"Air transport, passengers carried",IS.AIR.PSGR,Tanzania,TZA,292100,193069,683541,750421,914932.03761187,1030203.57520377,1173942.818,1124913.454,1312807,1179664,1120060,..
"Air transport, passengers carried",IS.AIR.PSGR,Thailand,THA,8201400,17392091,19618735,28780723,31940491.9838508,36392469.3545263,43029150.6,46546612.484507,56447637,62341676,71191515,..
"Air transport, passengers carried",IS.AIR.PSGR,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Togo,TGO,76300,77273,..,663013,832351.156397303,745781.748091383,840948,426344.039920436,420875,475185,500686,..
"Air transport, passengers carried",IS.AIR.PSGR,Tonga,TON,34600,51615,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Trinidad and Tobago,TTO,1285400,1254425,1014016,1842253,2625055.71304041,2625055.71304041,2865852,2732100,2617843,2598521,2582961,..
"Air transport, passengers carried",IS.AIR.PSGR,Tunisia,TUN,1313000,1907876,2278964,2739634,3153388.97660989,3580910.21873467,4648608,4628511,3496190,3606247,4194174,..
"Air transport, passengers carried",IS.AIR.PSGR,Turkey,TUR,4337100,12187891,31339441,45665249,53500303,63350312,74413804.6198675,84574844,96604665,100366461,107917326,..
"Air transport, passengers carried",IS.AIR.PSGR,Turkmenistan,TKM,..,1283780,1706055,300970,160243.765375931,147500,1800847.45762712,579715.68,897079,1318350,1279937,..
"Air transport, passengers carried",IS.AIR.PSGR,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Uganda,UGA,116000,39379,64234,154909,141603,182144.4,198804,163824,41812,52187,54937,..
"Air transport, passengers carried",IS.AIR.PSGR,Ukraine,UKR,..,950697,3427818,3956053,5477654.91818182,5828107.61211785,5218814.574,4503610,4620530,5756509,6821095,..
"Air transport, passengers carried",IS.AIR.PSGR,United Arab Emirates,ARE,1685900,6893085,31761631,44948143.8494121,50342891.8028694,59948766.6976478,68151865,75608196,84343562,91763598,95306296,..
"Air transport, passengers carried",IS.AIR.PSGR,United Kingdom,GBR,47113600,70436030,102464509,101515720.193399,111598546.141229,115419920.565667,118605866,124901676.052681,131512994,143781714,151867276,..
"Air transport, passengers carried",IS.AIR.PSGR,United States,USA,464574016,665327414,679423408,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,..
"Air transport, passengers carried",IS.AIR.PSGR,Uruguay,URY,318300,642027,563632,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Uzbekistan,UZB,..,1744510,1850056,2114050,2275947,2593509,2614085,2545935,2486673,2383631,2581865,..
"Air transport, passengers carried",IS.AIR.PSGR,Vanuatu,VUT,18500,101503,112169,247944,240396.437704341,318747,327060,320232,272332,299315,339022,..
"Air transport, passengers carried",IS.AIR.PSGR,"Venezuela, RB",VEN,6846800,4295000,5121009,6428163,7728281.25393288,7738509.64544939,6866780.59935996,7888722.39935996,7086072,6025475,4155865,..
"Air transport, passengers carried",IS.AIR.PSGR,Vietnam,VNM,89000,2877894,11073604,14377619,16544477.8301699,16976051.3812163,20429309.908,23826013.272,29944771,37349272,42592762,..
"Air transport, passengers carried",IS.AIR.PSGR,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,"Yemen, Rep.",YEM,671100,841609,1050486,1536556,1492073.32859812,1299707.2391082,1664220,1665552,443685,242723,132571,..
"Air transport, passengers carried",IS.AIR.PSGR,Zambia,ZMB,407200,89628,..,260502,306034.3,127296.65,10032,8592,203617,144060,154573,..
"Air transport, passengers carried",IS.AIR.PSGR,Zimbabwe,ZWE,601300,607976,261480,258828,279347.618391502,320945.999810999,351564,301260,370165,378803,282539,..
"Air transport, passengers carried",IS.AIR.PSGR,Arab World,ARB,31484000,45723758,95372047,126796491.879128,135837641.389789,152014159.66127,166209279.140784,181627311.076906,195957046,214318723,224000311,..
"Air transport, passengers carried",IS.AIR.PSGR,Caribbean small states,CSS,4412200,6769190,4424144,4996231,5829441.17601145,5920044.89645018,5475499.6,6162872.32887981,5845803,5986259,5816851,..
"Air transport, passengers carried",IS.AIR.PSGR,Central Europe and the Baltics,CEB,7188800,11117833,24733789,32710131.3790042,34477031.5945141,32490649.4684975,35246300.7486676,37875158.1831821,39811670,42884394,52106699,..
"Air transport, passengers carried",IS.AIR.PSGR,Early-demographic dividend,EAR,109133700,149713878,259076645,370779756.654016,411779408.113943,443984379.688308,473370786.86842,518240248.925875,566264222,621441555,680030738,..
"Air transport, passengers carried",IS.AIR.PSGR,East Asia & Pacific,EAS,174905500,337766614,555699740,726070353.122889,769209920.740995,809282604.511398,893899315.839378,965572758.226383,1052102292,1155866926,1273766085,..
"Air transport, passengers carried",IS.AIR.PSGR,East Asia & Pacific (excluding high income),EAP,52224800,117475001,326503966,430894794.142357,482556093.109958,526120730.201073,579883577.840184,640277431.141246,708837726,790541467,888093699,..
